304.704, 132.939, 7.996, 16.424 False
304.971, 132.939, 7.996, 16.457 False
305.237, 132.939, 7.996, 16.490 False
305.504, 132.939, 7.996, 16.523 False
305.770, 132.939, 7.996, 16.556 False
306.037, 132.939, 7.996, 16.589 False
306.303, 132.939, 7.996, 16.622 False
306.570, 132.939, 7.996, 16.655 False
306.836, 132.939, 7.996, 16.688 False
307.103, 132.939, 7.996, 16.721 False
307.369, 132.939, 7.996, 16.754 False
307.636, 132.939, 7.996, 16.787 False
307.902, 132.939, 7.996, 16.820 False
308.169, 132.939, 7.996, 16.853 False
308.435, 132.939, 7.996, 16.886 False
308.702, 132.939, 7.996, 16.919 False
308.969, 132.939, 7.996, 16.952 False
309.235, 132.939, 7.996, 16.985 False
309.502, 132.939, 7.996, 17.018 False
309.768, 132.939, 7.996, 17.051 False
310.034, 132.943, 7.987, 17.084 False
310.300, 132.950, 7.964, 17.117 False
310.564, 132.960, 7.923, 17.150 False
310.827, 132.967, 7.877, 17.183 False
311.087, 132.977, 7.813, 17.216 False
311.345, 132.986, 7.744, 17.249 False
311.600, 132.999, 7.664, 17.282 False
311.853, 133.010, 7.583, 17.315 False
312.103, 133.024, 7.495, 17.348 False
312.349, 133.037, 7.408, 17.381 False
312.593, 133.053, 7.319, 17.414 False
312.834, 133.066, 7.234, 17.447 False
313.072, 133.082, 7.148, 17.480 False
313.308, 133.097, 7.069, 17.513 False
313.541, 133.114, 6.992, 17.546 False
313.771, 133.130, 6.922, 17.579 False
313.999, 133.148, 6.855, 17.612 False
314.226, 133.164, 6.795, 17.645 False
314.450, 133.182, 6.739, 17.678 False
314.673, 133.199, 6.690, 17.711 False
314.894, 133.219, 6.643, 17.744 False
315.114, 133.237, 6.601, 17.777 False
315.333, 133.257, 6.561, 17.810 False
315.550, 133.275, 6.525, 17.843 False
315.766, 133.296, 6.489, 17.876 False
315.981, 133.315, 6.456, 17.909 False
316.194, 133.336, 6.422, 17.942 False
316.407, 133.356, 6.390, 17.975 False
316.618, 133.378, 6.358, 18.008 False
316.828, 133.398, 6.326, 18.041 False
317.037, 133.421, 6.294, 18.074 False
317.246, 133.441, 6.261, 18.107 False
317.452, 133.465, 6.226, 18.140 False
317.658, 133.487, 6.193, 18.173 False
317.862, 133.510, 6.157, 18.206 False
318.065, 133.532, 6.121, 18.239 False
318.268, 133.551, 6.082, 18.272 False
318.469, 133.570, 6.044, 18.305 False
318.668, 133.586, 6.004, 18.338 False
318.867, 133.605, 5.964, 18.371 False
319.064, 133.620, 5.921, 18.404 False
319.260, 133.637, 5.880, 18.437 False
319.454, 133.651, 5.834, 18.470 False
319.647, 133.666, 5.792, 18.503 False
319.838, 133.678, 5.744, 18.536 False
320.028, 133.691, 5.700, 18.569 False
320.217, 133.701, 5.652, 18.602 False
320.404, 133.713, 5.607, 18.635 False
320.589, 133.722, 5.558, 18.668 False
320.773, 133.732, 5.513, 18.701 False
320.956, 133.739, 5.462, 18.734 False
321.136, 133.747, 5.417, 18.767 False
321.316, 133.753, 5.367, 18.800 False
321.493, 133.759, 5.322, 18.833 False
321.670, 133.763, 5.272, 18.866 False
321.844, 133.768, 5.227, 18.899 False
322.017, 133.770, 5.176, 18.932 False
322.189, 133.774, 5.132, 18.965 False
322.358, 133.774, 5.082, 18.998 False
322.527, 133.776, 5.038, 19.031 False
322.694, 133.775, 4.988, 19.064 False
322.859, 133.775, 4.963, 19.097 False
323.024, 133.772, 4.929, 19.130 False
323.188, 133.770, 4.900, 19.163 False
323.350, 133.766, 4.861, 19.196 False
323.512, 133.762, 4.828, 19.229 False
323.671, 133.757, 4.786, 19.262 False
323.830, 133.752, 4.749, 19.295 False
323.987, 133.744, 4.703, 19.328 False
324.143, 133.738, 4.664, 19.361 False
324.297, 133.729, 4.615, 19.394 False
324.450, 133.721, 4.574, 19.427 False
324.601, 133.711, 4.524, 19.460 False
324.750, 133.701, 4.483, 19.493 False
324.898, 133.690, 4.433, 19.526 False
325.044, 133.679, 4.391, 19.559 False
325.189, 133.665, 4.340, 19.592 False
325.332, 133.653, 4.300, 19.625 False
325.474, 133.643, 4.259, 19.658 False
325.615, 133.636, 4.215, 19.691 False
325.754, 133.627, 4.170, 19.724 False
325.891, 133.618, 4.126, 19.757 False
326.027, 133.609, 4.081, 19.790 False
326.162, 133.601, 4.036, 19.823 False
326.295, 133.591, 3.990, 19.856 False
326.427, 133.582, 3.944, 19.889 False
326.557, 133.572, 3.897, 19.922 False
326.685, 133.563, 3.850, 19.955 False
326.812, 133.553, 3.802, 19.988 False
326.937, 133.544, 3.755, 20.021 False
327.060, 133.533, 3.706, 20.054 False
327.182, 133.523, 3.659, 20.087 False
327.303, 133.512, 3.610, 20.120 False
327.421, 133.502, 3.562, 20.153 False
327.538, 133.491, 3.512, 20.186 False
327.654, 133.480, 3.465, 20.219 False
327.767, 133.468, 3.414, 20.252 False
327.879, 133.457, 3.367, 20.285 False
327.990, 133.444, 3.318, 20.318 False
328.098, 133.432, 3.274, 20.351 False
328.206, 133.419, 3.229, 20.384 False
328.312, 133.406, 3.192, 20.417 False
328.416, 133.392, 3.153, 20.450 False
328.520, 133.380, 3.123, 20.483 False
328.623, 133.365, 3.092, 20.516 False
328.724, 133.352, 3.070, 20.549 False
328.825, 133.337, 3.046, 20.582 False
328.926, 133.323, 3.031, 20.615 False
329.025, 133.307, 3.013, 20.648 False
329.125, 133.292, 3.005, 20.681 False
329.224, 133.275, 2.992, 20.714 False
329.322, 133.260, 2.988, 20.747 False
329.420, 133.243, 2.979, 20.780 False
329.519, 133.226, 2.979, 20.813 False
329.616, 133.208, 2.971, 20.846 False
329.714, 133.191, 2.974, 20.879 False
329.812, 133.172, 2.968, 20.912 False
329.909, 133.154, 2.972, 20.945 False
330.007, 133.134, 2.967, 20.978 False
330.104, 133.115, 2.972, 21.011 False
330.201, 133.094, 2.967, 21.044 False
330.298, 133.074, 2.972, 21.077 False
330.395, 133.052, 2.967, 21.110 False
330.492, 133.031, 2.972, 21.143 False
330.588, 133.008, 2.967, 21.176 False
330.685, 132.986, 2.973, 21.209 False
330.781, 132.962, 2.967, 21.242 False
330.878, 132.939, 2.973, 21.275 False
330.974, 132.913, 2.966, 21.308 False
331.070, 132.889, 2.972, 21.341 False
331.166, 132.863, 2.966, 21.374 False
331.262, 132.838, 2.972, 21.407 False
331.357, 132.811, 2.965, 21.440 False
331.453, 132.784, 2.971, 21.473 False
331.548, 132.756, 2.964, 21.506 False
331.643, 132.729, 2.971, 21.539 False
331.738, 132.699, 2.963, 21.572 False
331.833, 132.670, 2.970, 21.605 False
331.927, 132.639, 2.962, 21.638 False
332.021, 132.610, 2.970, 21.671 False
332.115, 132.578, 2.962, 21.704 False
332.209, 132.547, 2.970, 21.737 False
332.303, 132.513, 2.961, 21.770 False
332.396, 132.481, 2.970, 21.803 False
332.489, 132.447, 2.961, 21.836 False
332.583, 132.413, 2.970, 21.869 False
332.675, 132.377, 2.961, 21.902 False
332.768, 132.343, 2.970, 21.935 False
